user_id,blacklist_ip,reason
2302,192.168.174.119,Failed logins
5240,192.168.14.237,Failed logins
8361,192.168.166.249,Large transaction
8537,192.168.133.145,Large transaction
2446,192.168.70.72,Large transaction
7623,192.168.122.126,Failed logins
3781,192.168.201.115,Large transaction
4606,192.168.119.202,Failed logins
1327,192.168.222.27,Suspicious IP
5226,192.168.73.130,High-frequency access
3376,192.168.195.212,Failed logins
7997,192.168.30.155,Suspicious IP
6395,192.168.174.152,High-frequency access
8469,192.168.139.125,High-frequency access
1176,192.168.16.51,Large transaction
7985,192.168.7.132,Failed logins
4486,192.168.233.87,Suspicious IP
9199,192.168.136.142,Large transaction
8722,192.168.59.15,Large transaction
643,192.168.68.251,Failed logins
7354,192.168.57.194,High-frequency access
2629,192.168.117.156,Suspicious IP
4905,192.168.169.57,Failed logins
5798,192.168.202.74,Failed logins
436,192.168.21.115,High-frequency access
4264,192.168.166.141,High-frequency access
6054,192.168.242.159,Failed logins
8229,192.168.42.73,Suspicious IP
4925,192.168.176.215,Failed logins
3855,192.168.37.250,Failed logins
4576,192.168.114.29,Large transaction
1355,192.168.235.251,Large transaction
4212,192.168.70.222,Suspicious IP
235,192.168.71.177,Large transaction
4447,192.168.241.31,High-frequency access
127,192.168.80.120,Failed logins
1243,192.168.134.39,Failed logins
2383,192.168.190.160,Failed logins
263,192.168.119.132,Large transaction
4912,192.168.215.67,High-frequency access
6360,192.168.101.52,Large transaction
4018,192.168.253.27,Large transaction
116,192.168.127.138,Suspicious IP
6631,192.168.152.66,Large transaction
3699,192.168.179.184,Failed logins
246,192.168.163.96,Failed logins
993,192.168.103.206,High-frequency access
1482,192.168.2.197,Suspicious IP
2923,192.168.42.93,Failed logins
2091,192.168.49.132,High-frequency access
9515,192.168.71.149,Failed logins
7226,192.168.184.206,Suspicious IP
8206,192.168.132.126,High-frequency access
4515,192.168.1.159,High-frequency access
9010,192.168.172.143,High-frequency access
734,192.168.187.43,High-frequency access
5607,192.168.114.96,Failed logins
402,192.168.116.200,Large transaction
9934,192.168.249.55,Failed logins
8709,192.168.46.16,Suspicious IP
7354,192.168.87.158,Failed logins
672,192.168.208.19,Large transaction
3606,192.168.25.135,High-frequency access
5650,192.168.103.138,High-frequency access
7743,192.168.135.32,Suspicious IP
3257,192.168.172.40,Suspicious IP
2626,192.168.126.178,High-frequency access
8996,192.168.32.126,Failed logins
8815,192.168.32.81,High-frequency access
1589,192.168.63.188,High-frequency access
1926,192.168.223.30,Failed logins
834,192.168.243.105,Suspicious IP
4025,192.168.108.212,Suspicious IP
2126,192.168.75.135,Suspicious IP
2393,192.168.112.56,Failed logins
3851,192.168.187.248,Failed logins
736,192.168.184.119,Suspicious IP
9521,192.168.220.54,Failed logins
1327,192.168.140.127,Large transaction
5013,192.168.243.153,Failed logins
9988,192.168.202.162,Suspicious IP
5189,192.168.204.223,Failed logins
7735,192.168.98.218,Suspicious IP
76,192.168.105.0,High-frequency access
6248,192.168.59.149,Large transaction
1140,192.168.48.84,High-frequency access
6452,192.168.117.69,Large transaction
3726,192.168.166.194,Suspicious IP
6101,192.168.48.250,Failed logins
9982,192.168.80.216,High-frequency access
1643,192.168.219.209,Failed logins
4634,192.168.22.210,Failed logins
8954,192.168.106.130,Large transaction
3062,192.168.181.130,Failed logins
4895,192.168.149.18,Failed logins
4175,192.168.116.191,High-frequency access
1481,192.168.20.97,Suspicious IP
5522,192.168.223.141,Failed logins
5150,192.168.113.16,Large transaction
9404,192.168.136.210,Failed logins
798,192.168.216.190,Failed logins
5139,192.168.167.183,Suspicious IP
7364,192.168.228.86,Failed logins
1338,192.168.147.64,Large transaction
6490,192.168.53.137,Large transaction
1249,192.168.243.4,Failed logins
9343,192.168.89.38,High-frequency access
2021,192.168.249.241,Suspicious IP
7084,192.168.220.151,Failed logins
3756,192.168.3.82,Failed logins
9181,192.168.22.185,Failed logins
2512,192.168.10.31,High-frequency access
6961,192.168.124.150,High-frequency access
2874,192.168.175.223,Failed logins
5510,192.168.227.57,Failed logins
7350,192.168.151.147,Large transaction
6315,192.168.76.77,Failed logins
4978,192.168.121.17,Failed logins
9789,192.168.141.244,Large transaction
5829,192.168.62.67,Suspicious IP
1342,192.168.137.15,Suspicious IP
6686,192.168.211.94,High-frequency access
2284,192.168.4.25,Large transaction
9650,192.168.0.164,Suspicious IP
3763,192.168.148.91,High-frequency access
5826,192.168.30.229,Failed logins
2547,192.168.134.88,High-frequency access
4249,192.168.123.25,Failed logins
4630,192.168.83.190,Large transaction
5876,192.168.135.109,Large transaction
5870,192.168.13.85,High-frequency access
6589,192.168.225.15,Suspicious IP
6007,192.168.115.3,Suspicious IP
6432,192.168.230.4,Failed logins
6614,192.168.116.78,Large transaction
1853,192.168.91.213,Suspicious IP
4324,192.168.252.199,Failed logins
4050,192.168.78.142,Large transaction
7446,192.168.15.46,Large transaction
3968,192.168.97.89,High-frequency access
8207,192.168.138.69,High-frequency access
7577,192.168.110.40,Suspicious IP
175,192.168.126.175,High-frequency access
8618,192.168.214.111,High-frequency access
6669,192.168.113.249,High-frequency access
151,192.168.96.164,High-frequency access
7306,192.168.174.93,Large transaction
635,192.168.174.201,Failed logins
4321,192.168.115.145,High-frequency access
4961,192.168.87.194,Large transaction
5768,192.168.97.4,Large transaction
7270,192.168.66.176,Failed logins
992,192.168.71.224,High-frequency access
554,192.168.76.187,High-frequency access
3692,192.168.158.219,High-frequency access
7119,192.168.163.138,High-frequency access
8623,192.168.151.109,Large transaction
8124,192.168.176.155,Suspicious IP
3957,192.168.111.249,High-frequency access
3585,192.168.190.138,Suspicious IP
9771,192.168.169.129,High-frequency access
9199,192.168.3.244,Failed logins
5599,192.168.80.144,Suspicious IP
4065,192.168.203.97,Suspicious IP
9038,192.168.130.167,Large transaction
4414,192.168.80.250,Large transaction
9382,192.168.157.176,Large transaction
4923,192.168.109.219,Failed logins
6475,192.168.137.243,High-frequency access
4919,192.168.198.236,High-frequency access
6178,192.168.7.57,Large transaction
5047,192.168.125.7,Failed logins
6939,192.168.108.73,High-frequency access
8204,192.168.193.148,Suspicious IP
5885,192.168.76.212,Failed logins
2276,192.168.55.88,Suspicious IP
3511,192.168.83.131,Suspicious IP
3112,192.168.146.122,Failed logins
5262,192.168.25.102,High-frequency access
8205,192.168.85.86,Failed logins
1154,192.168.136.204,Suspicious IP
7345,192.168.133.247,High-frequency access
1408,192.168.74.194,Suspicious IP
5812,192.168.128.51,Large transaction
8198,192.168.52.207,Failed logins
9360,192.168.131.50,Large transaction
5211,192.168.11.127,Suspicious IP
5899,192.168.228.83,High-frequency access
4729,192.168.226.192,High-frequency access
2171,192.168.233.59,Failed logins
5073,192.168.233.124,High-frequency access
5500,192.168.109.190,Large transaction
6877,192.168.77.66,High-frequency access
1244,192.168.123.229,Suspicious IP
2832,192.168.9.174,Large transaction
974,192.168.21.45,Suspicious IP
2595,192.168.3.71,Large transaction
9765,192.168.14.56,Large transaction
7861,192.168.1.225,Failed logins
7518,192.168.200.141,Failed logins
9703,192.168.211.162,High-frequency access
2153,192.168.77.201,Failed logins
3459,192.168.153.236,Suspicious IP
9010,192.168.29.17,High-frequency access
8445,192.168.213.48,Large transaction
2099,192.168.171.244,Failed logins
7813,192.168.215.98,Failed logins
4991,192.168.212.127,Suspicious IP
4221,192.168.61.159,Large transaction
8636,192.168.242.198,Suspicious IP
3537,192.168.232.124,Large transaction
1314,192.168.103.87,High-frequency access
8322,192.168.20.51,Failed logins
3443,192.168.139.176,Failed logins
9732,192.168.116.179,Failed logins
8763,192.168.170.53,Failed logins
577,192.168.25.217,Suspicious IP
9966,192.168.201.28,Suspicious IP
1258,192.168.68.114,High-frequency access
384,192.168.103.245,High-frequency access
1327,192.168.74.239,Suspicious IP
8945,192.168.23.110,Large transaction
9973,192.168.94.49,Suspicious IP
8151,192.168.217.133,Large transaction
4625,192.168.35.6,Large transaction
6601,192.168.26.84,High-frequency access
1396,192.168.85.228,Failed logins
2028,192.168.80.115,Failed logins
5194,192.168.217.14,Large transaction
6032,192.168.213.107,High-frequency access
8459,192.168.105.48,Suspicious IP
6708,192.168.167.0,Suspicious IP
884,192.168.2.153,High-frequency access
6137,192.168.7.71,Failed logins
5751,192.168.111.152,High-frequency access
6177,192.168.167.222,Large transaction
7002,192.168.85.5,Large transaction
8683,192.168.23.111,Suspicious IP
7448,192.168.203.114,Suspicious IP
245,192.168.196.137,Failed logins
5383,192.168.204.131,High-frequency access
5034,192.168.115.247,Large transaction
1039,192.168.24.211,Failed logins
9856,192.168.64.254,Failed logins
7363,192.168.229.204,Failed logins
4402,192.168.113.112,Large transaction
7749,192.168.185.57,Failed logins
6758,192.168.60.116,High-frequency access
8837,192.168.213.56,Failed logins
2727,192.168.124.173,Suspicious IP
2640,192.168.14.231,Failed logins
7276,192.168.132.104,Large transaction
4794,192.168.15.188,Large transaction
2326,192.168.103.162,Failed logins
8481,192.168.0.90,Suspicious IP
9557,192.168.76.226,Large transaction
2776,192.168.135.234,Large transaction
9994,192.168.55.187,Failed logins
7729,192.168.49.59,High-frequency access
5932,192.168.113.102,Failed logins
2227,192.168.121.158,Suspicious IP
2175,192.168.199.167,Suspicious IP
8372,192.168.228.239,High-frequency access
1929,192.168.99.252,Failed logins
5652,192.168.17.12,Large transaction
4731,192.168.59.144,High-frequency access
8659,192.168.86.179,Suspicious IP
4405,192.168.166.148,High-frequency access
1389,192.168.95.179,Failed logins
9902,192.168.164.11,Large transaction
6673,192.168.188.98,High-frequency access
8774,192.168.153.184,Suspicious IP
283,192.168.99.101,Failed logins
5968,192.168.38.236,Failed logins
5301,192.168.132.191,Failed logins
808,192.168.114.29,Failed logins
3686,192.168.63.36,Large transaction
2830,192.168.28.134,High-frequency access
9407,192.168.105.8,Large transaction
8005,192.168.99.70,High-frequency access
631,192.168.207.196,High-frequency access
5015,192.168.97.121,Large transaction
9636,192.168.90.200,High-frequency access
7290,192.168.134.140,Suspicious IP
1744,192.168.147.9,High-frequency access
7502,192.168.240.195,Failed logins
9388,192.168.216.84,Suspicious IP
733,192.168.21.219,Large transaction
6587,192.168.37.226,Large transaction
1892,192.168.157.175,Failed logins
8946,192.168.177.227,Large transaction
4785,192.168.167.160,High-frequency access
5061,192.168.77.67,Large transaction
6456,192.168.208.128,Suspicious IP
2720,192.168.74.140,Suspicious IP
8509,192.168.34.228,High-frequency access
6512,192.168.129.83,Failed logins
7545,192.168.70.124,Failed logins
4808,192.168.112.236,Failed logins
1742,192.168.62.26,Suspicious IP
6717,192.168.163.117,Suspicious IP
7802,192.168.166.247,Failed logins
9245,192.168.57.122,Failed logins
1988,192.168.48.93,Large transaction
6976,192.168.88.253,Failed logins
8957,192.168.5.39,Large transaction
7124,192.168.230.246,High-frequency access
5638,192.168.214.218,Failed logins
5817,192.168.179.111,Suspicious IP
7983,192.168.253.105,Failed logins
4183,192.168.65.153,Suspicious IP
7061,192.168.160.30,Failed logins
5366,192.168.211.52,Large transaction
863,192.168.177.146,Failed logins
7858,192.168.120.231,High-frequency access
2368,192.168.219.26,Failed logins
5656,192.168.182.150,Failed logins
1330,192.168.255.87,High-frequency access
5333,192.168.135.166,High-frequency access
9196,192.168.34.113,Failed logins
3776,192.168.34.21,Suspicious IP
3549,192.168.186.228,Suspicious IP
4363,192.168.26.28,Failed logins
70,192.168.17.100,Failed logins
8803,192.168.132.64,Failed logins
6978,192.168.222.227,Failed logins
9965,192.168.10.9,Large transaction
2494,192.168.220.173,Large transaction
8489,192.168.167.1,High-frequency access
1445,192.168.192.184,Suspicious IP
4981,192.168.126.101,Failed logins
9282,192.168.212.33,High-frequency access
188,192.168.254.9,Failed logins
6995,192.168.129.198,Suspicious IP
7906,192.168.37.39,Failed logins
9997,192.168.153.31,Failed logins
1199,192.168.141.186,High-frequency access
5715,192.168.55.202,Suspicious IP
6996,192.168.216.247,High-frequency access
903,192.168.112.157,High-frequency access
3762,192.168.132.75,Large transaction
6433,192.168.94.18,Large transaction
8653,192.168.148.218,Suspicious IP
8878,192.168.38.198,High-frequency access
8916,192.168.234.99,High-frequency access
656,192.168.200.156,High-frequency access
3982,192.168.95.81,Large transaction
6641,192.168.86.184,High-frequency access
4714,192.168.67.126,Suspicious IP
5249,192.168.51.47,Failed logins
5643,192.168.44.2,High-frequency access
1741,192.168.8.108,Large transaction
1490,192.168.71.159,Suspicious IP
3602,192.168.121.112,Large transaction
1849,192.168.20.52,Failed logins
3598,192.168.245.75,Failed logins
3563,192.168.109.240,Large transaction
8442,192.168.4.205,Failed logins
4253,192.168.122.87,High-frequency access
6588,192.168.138.228,Suspicious IP
7558,192.168.90.72,Large transaction
3823,192.168.196.125,Large transaction
6900,192.168.32.92,High-frequency access
6650,192.168.36.229,Failed logins
1572,192.168.24.88,High-frequency access
7504,192.168.49.167,Failed logins
1385,192.168.17.183,High-frequency access
1361,192.168.208.18,High-frequency access
3836,192.168.24.231,High-frequency access
5418,192.168.48.134,Failed logins
7407,192.168.205.83,Failed logins
3065,192.168.223.74,Large transaction
5267,192.168.1.133,Failed logins
5391,192.168.59.177,Failed logins
9611,192.168.118.230,Large transaction
442,192.168.53.77,Failed logins
8427,192.168.134.150,High-frequency access
8995,192.168.23.180,High-frequency access
6786,192.168.129.232,High-frequency access
4718,192.168.98.186,Suspicious IP
9963,192.168.72.203,High-frequency access
8438,192.168.63.30,Failed logins
1744,192.168.129.132,Failed logins
9457,192.168.110.55,Suspicious IP
6788,192.168.106.84,Suspicious IP
7712,192.168.68.236,Large transaction
1454,192.168.68.169,High-frequency access
9810,192.168.243.239,Failed logins
764,192.168.230.72,Large transaction
4135,192.168.192.203,High-frequency access
3337,192.168.163.69,Large transaction
6831,192.168.222.23,Failed logins
5569,192.168.110.82,High-frequency access
6715,192.168.20.26,Suspicious IP
7110,192.168.124.84,Suspicious IP
3710,192.168.43.201,Failed logins
7210,192.168.38.180,Large transaction
840,192.168.123.206,Suspicious IP
1746,192.168.153.229,Large transaction
2812,192.168.231.241,Suspicious IP
2506,192.168.106.169,Large transaction
8394,192.168.33.103,Large transaction
159,192.168.169.164,High-frequency access
6378,192.168.28.54,Failed logins
1764,192.168.246.68,Large transaction
3598,192.168.10.133,High-frequency access
2712,192.168.37.20,Suspicious IP
1295,192.168.98.142,Failed logins
1327,192.168.58.54,High-frequency access
1563,192.168.181.84,Large transaction
1013,192.168.56.64,Suspicious IP
8405,192.168.139.92,Failed logins
4248,192.168.42.179,Suspicious IP
3098,192.168.191.181,High-frequency access
2519,192.168.143.254,High-frequency access
6178,192.168.100.217,High-frequency access
9204,192.168.111.202,Large transaction
7719,192.168.110.35,Large transaction
6045,192.168.88.28,Large transaction
3947,192.168.223.152,Suspicious IP
4776,192.168.59.8,Failed logins
582,192.168.161.100,Suspicious IP
1293,192.168.218.208,Suspicious IP
5206,192.168.222.248,Failed logins
4354,192.168.200.53,High-frequency access
357,192.168.226.164,Large transaction
5896,192.168.199.28,Failed logins
5104,192.168.56.0,Large transaction
6779,192.168.198.213,Failed logins
5182,192.168.107.189,High-frequency access
2620,192.168.77.161,High-frequency access
1401,192.168.136.92,Failed logins
7197,192.168.21.17,Suspicious IP
259,192.168.162.209,Suspicious IP
7812,192.168.134.101,Suspicious IP
3301,192.168.249.42,Large transaction
9840,192.168.133.147,Large transaction
8593,192.168.198.52,Failed logins
4420,192.168.45.252,Large transaction
2177,192.168.53.56,High-frequency access
4919,192.168.253.160,Large transaction
6847,192.168.254.178,Suspicious IP
3239,192.168.214.166,Large transaction
7454,192.168.25.112,Failed logins
8347,192.168.87.159,Failed logins
6347,192.168.208.204,High-frequency access
1056,192.168.105.49,Suspicious IP
3638,192.168.73.188,High-frequency access
9880,192.168.0.38,Failed logins
1477,192.168.171.3,Suspicious IP
7820,192.168.54.254,Failed logins
4891,192.168.72.134,Failed logins
8447,192.168.134.18,Suspicious IP
7492,192.168.223.33,Failed logins
7973,192.168.156.222,Failed logins
9255,192.168.51.22,Large transaction
6573,192.168.21.47,Failed logins
5111,192.168.164.247,Failed logins
4501,192.168.21.252,Large transaction
5046,192.168.229.87,High-frequency access
6694,192.168.0.173,Large transaction
5089,192.168.195.22,High-frequency access
7991,192.168.145.125,Suspicious IP
3509,192.168.73.188,Failed logins
4070,192.168.200.134,Failed logins
1245,192.168.162.222,Failed logins
4273,192.168.50.142,Large transaction
1527,192.168.254.122,Suspicious IP
4439,192.168.31.85,Large transaction
6463,192.168.222.189,Suspicious IP
5050,192.168.135.189,Suspicious IP
301,192.168.77.144,Large transaction
7174,192.168.80.213,Large transaction
2630,192.168.47.185,Large transaction
154,192.168.106.208,Failed logins
513,192.168.150.47,Large transaction
7715,192.168.89.243,High-frequency access
2548,192.168.78.147,Large transaction
9046,192.168.36.138,Large transaction
9119,192.168.249.57,Failed logins
7388,192.168.10.4,High-frequency access
4193,192.168.26.251,Failed logins
4344,192.168.172.0,Failed logins
9193,192.168.117.106,Failed logins
2218,192.168.62.90,Large transaction
8046,192.168.233.128,High-frequency access
2193,192.168.5.61,High-frequency access
6056,192.168.201.213,Failed logins
1704,192.168.251.177,Failed logins
5808,192.168.179.84,Failed logins
9310,192.168.22.104,Failed logins
855,192.168.225.195,High-frequency access
1696,192.168.246.125,Suspicious IP
8141,192.168.94.60,Failed logins
7035,192.168.25.175,High-frequency access
3093,192.168.89.15,Suspicious IP
5507,192.168.86.113,Failed logins
3744,192.168.97.202,Suspicious IP
3752,192.168.101.100,Failed logins
526,192.168.112.78,Suspicious IP
9191,192.168.164.159,Large transaction
3771,192.168.251.6,High-frequency access
8681,192.168.146.126,High-frequency access
3460,192.168.17.193,Large transaction
2673,192.168.135.38,Failed logins
9955,192.168.20.213,Suspicious IP
8122,192.168.175.11,High-frequency access
8175,192.168.167.247,Failed logins
9621,192.168.254.251,High-frequency access
5028,192.168.92.24,Failed logins
3026,192.168.74.200,High-frequency access
5101,192.168.106.197,Suspicious IP
4941,192.168.198.45,Large transaction
7371,192.168.128.162,Suspicious IP
5016,192.168.184.169,Large transaction
5030,192.168.69.147,Suspicious IP
6696,192.168.236.29,Failed logins
1845,192.168.86.60,Large transaction
252,192.168.82.13,Failed logins
3458,192.168.51.214,Large transaction
9026,192.168.201.128,Failed logins
5861,192.168.106.106,Suspicious IP
6048,192.168.69.167,Large transaction
1733,192.168.146.179,Large transaction
2267,192.168.172.112,Large transaction
7078,192.168.99.203,Failed logins
5496,192.168.243.154,Failed logins
5419,192.168.60.97,Large transaction
3706,192.168.126.204,Suspicious IP
9368,192.168.77.60,Suspicious IP
7832,192.168.213.222,Large transaction
2845,192.168.124.173,Suspicious IP
5488,192.168.200.112,High-frequency access
5963,192.168.170.91,Large transaction
5863,192.168.245.18,Large transaction
8337,192.168.251.67,Large transaction
7650,192.168.239.97,Suspicious IP
8893,192.168.123.173,Failed logins
2636,192.168.151.38,High-frequency access
1765,192.168.140.254,Failed logins
8211,192.168.36.39,Failed logins
825,192.168.208.230,Failed logins
1112,192.168.143.179,High-frequency access
9580,192.168.85.127,Failed logins
6695,192.168.131.21,High-frequency access
7606,192.168.238.133,Suspicious IP
8193,192.168.138.54,Failed logins
5833,192.168.166.64,Suspicious IP
8914,192.168.175.163,High-frequency access
8288,192.168.87.143,Suspicious IP
4105,192.168.128.57,High-frequency access
1718,192.168.17.3,Large transaction
1552,192.168.189.66,High-frequency access
2330,192.168.235.129,Large transaction
9181,192.168.113.19,Suspicious IP
7326,192.168.104.156,Failed logins
7512,192.168.247.114,Large transaction
4882,192.168.253.234,High-frequency access
7403,192.168.104.118,High-frequency access
2961,192.168.103.175,Failed logins
1353,192.168.175.209,Suspicious IP
3689,192.168.201.107,Large transaction
8690,192.168.60.87,High-frequency access
7078,192.168.156.179,Large transaction
6796,192.168.218.126,Large transaction
4816,192.168.243.15,Large transaction
747,192.168.2.170,High-frequency access
9477,192.168.243.63,Failed logins
185,192.168.215.34,High-frequency access
7713,192.168.211.90,Failed logins
8101,192.168.177.40,Suspicious IP
8805,192.168.150.64,High-frequency access
3539,192.168.200.229,Large transaction
3680,192.168.210.194,High-frequency access
6721,192.168.44.188,Suspicious IP
3597,192.168.134.255,Large transaction
527,192.168.163.122,High-frequency access
2798,192.168.159.202,Suspicious IP
1805,192.168.61.170,Large transaction
6184,192.168.242.3,Large transaction
5266,192.168.224.161,Failed logins
3890,192.168.99.130,High-frequency access
5192,192.168.36.61,Suspicious IP
8177,192.168.87.0,Suspicious IP
4836,192.168.156.143,High-frequency access
37,192.168.152.64,Large transaction
7976,192.168.117.216,High-frequency access
2877,192.168.188.4,Large transaction
4721,192.168.202.99,Large transaction
4305,192.168.179.121,High-frequency access
4986,192.168.247.249,Large transaction
9818,192.168.226.23,Large transaction
6371,192.168.233.119,High-frequency access
3461,192.168.102.10,High-frequency access
3313,192.168.20.214,Suspicious IP
464,192.168.0.164,Failed logins
1476,192.168.41.169,Suspicious IP
1641,192.168.98.101,Failed logins
6984,192.168.52.67,High-frequency access
4319,192.168.255.69,High-frequency access
9893,192.168.169.251,Suspicious IP
2522,192.168.118.24,High-frequency access
4047,192.168.163.49,Suspicious IP
7697,192.168.168.113,Suspicious IP
763,192.168.222.108,High-frequency access
8523,192.168.80.179,Suspicious IP
9009,192.168.224.139,High-frequency access
2232,192.168.64.211,Suspicious IP
8518,192.168.57.105,High-frequency access
1056,192.168.212.125,High-frequency access
2115,192.168.224.78,High-frequency access
6542,192.168.65.42,High-frequency access
7151,192.168.38.184,Large transaction
5826,192.168.83.72,Failed logins
5562,192.168.114.119,Large transaction
2211,192.168.150.52,Suspicious IP
6416,192.168.127.91,Suspicious IP
1267,192.168.70.99,Suspicious IP
2091,192.168.253.224,Failed logins
4418,192.168.159.235,Large transaction
7138,192.168.66.46,Suspicious IP
227,192.168.189.5,Failed logins
6786,192.168.217.237,High-frequency access
6505,192.168.201.151,Large transaction
8450,192.168.65.215,High-frequency access
8044,192.168.26.170,High-frequency access
4215,192.168.100.78,Suspicious IP
9288,192.168.200.88,Failed logins
1083,192.168.18.181,Suspicious IP
8857,192.168.217.115,Suspicious IP
1554,192.168.176.108,Failed logins
6785,192.168.151.248,Failed logins
3157,192.168.98.149,Large transaction
3046,192.168.62.103,Failed logins
517,192.168.194.202,Failed logins
8834,192.168.222.86,Failed logins
61,192.168.50.14,Large transaction
3858,192.168.237.20,Failed logins
8777,192.168.211.101,Large transaction
7890,192.168.73.189,Large transaction
9686,192.168.56.157,Large transaction
6188,192.168.110.193,Suspicious IP
4806,192.168.184.146,Suspicious IP
60,192.168.49.225,Suspicious IP
379,192.168.232.135,Large transaction
5342,192.168.243.132,Failed logins
8248,192.168.224.250,Suspicious IP
8885,192.168.66.2,Failed logins
7198,192.168.69.107,Large transaction
9977,192.168.63.199,High-frequency access
1773,192.168.4.125,Suspicious IP
9867,192.168.232.214,Failed logins
6015,192.168.225.143,Failed logins
1737,192.168.47.16,Large transaction
931,192.168.72.67,Large transaction
7417,192.168.24.186,Large transaction
837,192.168.194.214,Large transaction
4428,192.168.19.41,Failed logins
7287,192.168.212.168,High-frequency access
9856,192.168.63.15,Failed logins
4761,192.168.136.155,Failed logins
6155,192.168.48.252,Failed logins
7360,192.168.81.170,Suspicious IP
8495,192.168.71.210,Large transaction
2274,192.168.60.73,Failed logins
6676,192.168.48.64,Suspicious IP
7341,192.168.178.26,Large transaction
5445,192.168.86.172,Large transaction
5474,192.168.237.79,Failed logins
1856,192.168.35.209,Large transaction
1672,192.168.50.213,Suspicious IP
3467,192.168.43.235,High-frequency access
8009,192.168.206.131,Large transaction
1987,192.168.197.96,Suspicious IP
3590,192.168.86.52,Large transaction
345,192.168.167.18,Suspicious IP
5217,192.168.87.153,Suspicious IP
2655,192.168.233.105,Suspicious IP
4659,192.168.252.47,High-frequency access
588,192.168.157.254,High-frequency access
4065,192.168.224.96,Failed logins
4874,192.168.181.114,Large transaction
5292,192.168.203.19,Failed logins
3901,192.168.168.194,High-frequency access
5649,192.168.125.100,High-frequency access
3145,192.168.168.177,Failed logins
9965,192.168.112.179,Large transaction
3100,192.168.231.143,Suspicious IP
8164,192.168.158.31,Large transaction
7138,192.168.37.224,Suspicious IP
4011,192.168.112.247,Failed logins
9232,192.168.86.194,Failed logins
3309,192.168.254.181,High-frequency access
2447,192.168.161.51,High-frequency access
3189,192.168.78.27,Suspicious IP
5459,192.168.151.214,High-frequency access
2214,192.168.67.214,Suspicious IP
3664,192.168.14.147,Large transaction
490,192.168.127.163,Suspicious IP
3176,192.168.243.186,Suspicious IP
3987,192.168.235.209,Failed logins
5638,192.168.77.133,Failed logins
9800,192.168.142.130,Failed logins
7064,192.168.156.234,High-frequency access
4499,192.168.199.38,Failed logins
4471,192.168.123.167,Suspicious IP
7144,192.168.25.62,Large transaction
7817,192.168.94.0,Suspicious IP
6524,192.168.200.230,High-frequency access
551,192.168.248.228,Suspicious IP
9603,192.168.74.39,Suspicious IP
4818,192.168.251.150,Suspicious IP
903,192.168.88.63,Failed logins
6442,192.168.112.84,High-frequency access
4988,192.168.255.20,Suspicious IP
2454,192.168.254.52,High-frequency access
3206,192.168.112.44,High-frequency access
5818,192.168.128.73,Failed logins
9226,192.168.173.250,Large transaction
480,192.168.249.20,Failed logins
2487,192.168.34.183,High-frequency access
1974,192.168.95.27,High-frequency access
2068,192.168.37.244,Suspicious IP
5912,192.168.35.89,Suspicious IP
8006,192.168.168.59,Failed logins
6875,192.168.36.134,Large transaction
175,192.168.84.176,Failed logins
5802,192.168.41.201,Suspicious IP
9399,192.168.55.101,High-frequency access
9015,192.168.213.2,Suspicious IP
2653,192.168.126.85,Suspicious IP
5129,192.168.187.214,Failed logins
6475,192.168.33.253,Suspicious IP
4759,192.168.191.69,Suspicious IP
1334,192.168.150.214,Suspicious IP
6676,192.168.235.137,Suspicious IP
8432,192.168.79.161,High-frequency access
5060,192.168.15.227,Large transaction
8850,192.168.229.204,Suspicious IP
6459,192.168.158.242,Large transaction
6931,192.168.170.109,Failed logins
8868,192.168.132.132,Large transaction
9798,192.168.243.23,Large transaction
612,192.168.5.192,High-frequency access
69,192.168.145.188,Failed logins
5808,192.168.29.69,Large transaction
7116,192.168.237.69,Suspicious IP
122,192.168.91.83,Failed logins
5957,192.168.67.95,Suspicious IP
3434,192.168.217.83,Suspicious IP
3052,192.168.188.119,High-frequency access
5910,192.168.50.203,High-frequency access
8048,192.168.242.84,High-frequency access
6108,192.168.166.247,High-frequency access
2733,192.168.152.31,High-frequency access
6679,192.168.24.188,Failed logins
7861,192.168.110.87,Suspicious IP
6588,192.168.180.247,Suspicious IP
918,192.168.91.93,Large transaction
4697,192.168.108.162,High-frequency access
3770,192.168.100.92,Large transaction
8223,192.168.194.220,Large transaction
5673,192.168.208.97,Suspicious IP
5347,192.168.101.175,Failed logins
8128,192.168.249.224,High-frequency access
2777,192.168.229.106,Failed logins
4922,192.168.5.186,Suspicious IP
860,192.168.51.255,Failed logins
3026,192.168.71.102,High-frequency access
1223,192.168.18.230,Failed logins
9705,192.168.17.234,Failed logins
9692,192.168.78.151,Failed logins
2231,192.168.27.112,Large transaction
8217,192.168.84.228,Failed logins
3082,192.168.167.108,Suspicious IP
4051,192.168.123.138,Suspicious IP
6410,192.168.33.197,High-frequency access
4523,192.168.134.58,Suspicious IP
6754,192.168.114.39,Suspicious IP
890,192.168.137.236,High-frequency access
4665,192.168.180.163,Failed logins
7446,192.168.71.179,Failed logins
6002,192.168.145.166,Failed logins
8095,192.168.52.231,Failed logins
8222,192.168.50.60,Failed logins
2246,192.168.169.106,Suspicious IP
1011,192.168.32.117,Suspicious IP
3704,192.168.140.90,High-frequency access
6614,192.168.247.129,Failed logins
9619,192.168.253.212,High-frequency access
5788,192.168.89.34,Large transaction
2823,192.168.110.131,Large transaction
1782,192.168.58.221,Large transaction
1781,192.168.163.71,Suspicious IP
