date,weather_location,temperature,weather_condition
2025-01-14,Lyon,0.6,Clear
2025-01-20,Toulouse,28.5,Fog
2025-01-07,Marseille,32.8,Snow
2025-01-19,Toulouse,31.2,Clear
2025-01-18,Lyon,7.6,Rain
2025-01-19,Lyon,6.2,Snow
2025-01-18,Bordeaux,29.1,Snow
2025-01-25,Bordeaux,16.1,Rain
2025-01-19,Lyon,11.7,Rain
2025-01-17,Toulouse,34.8,Clear
2025-01-09,Toulouse,2.3,Clear
2025-01-03,Lyon,3.0,Clear
2025-02-01,Bordeaux,7.1,Clear
2025-01-04,Marseille,25.2,Storm
2025-02-02,Toulouse,-4.2,Snow
2025-01-04,Toulouse,34.3,Snow
2025-01-20,Bordeaux,26.9,Fog
2025-01-18,Marseille,-2.7,Clear
2025-01-14,Bordeaux,30.7,Snow
2025-01-09,Toulouse,16.3,Snow
2025-02-02,Paris,17.6,Clear
2025-01-20,Lyon,16.0,Fog
2025-01-11,Marseille,7.5,Storm
2025-01-21,Lyon,26.0,Rain
2025-01-12,Lyon,22.6,Storm
2025-01-06,Lyon,13.7,Storm
2025-01-12,Toulouse,15.4,Clear
2025-01-30,Lyon,16.5,Rain
2025-01-06,Marseille,35.0,Snow
2025-02-02,Lyon,7.7,Snow
2025-01-05,Lyon,23.8,Rain
2025-01-25,Paris,24.2,Rain
2025-01-03,Paris,29.3,Storm
2025-01-24,Paris,3.5,Clear
2025-01-29,Lyon,-1.0,Snow
2025-01-04,Bordeaux,18.5,Storm
2025-01-30,Paris,29.6,Snow
2025-01-27,Marseille,13.1,Clear
2025-01-09,Paris,13.7,Storm
2025-01-29,Paris,3.2,Rain
2025-01-13,Lyon,23.6,Storm
2025-01-19,Marseille,33.9,Clear
2025-01-10,Marseille,9.5,Clear
2025-01-20,Toulouse,-1.9,Rain
2025-01-14,Toulouse,27.9,Snow
2025-01-30,Toulouse,24.8,Fog
2025-01-03,Toulouse,4.7,Storm
2025-01-20,Toulouse,6.4,Rain
2025-01-11,Lyon,1.8,Clear
2025-01-03,Bordeaux,13.7,Rain
2025-01-29,Paris,11.8,Rain
2025-01-17,Lyon,13.2,Storm
2025-01-07,Paris,15.4,Rain
2025-01-04,Lyon,27.2,Fog
2025-01-23,Lyon,19.2,Fog
2025-01-19,Toulouse,19.5,Fog
2025-01-15,Marseille,4.6,Storm
2025-01-06,Marseille,-1.6,Rain
2025-01-29,Paris,19.3,Storm
2025-01-21,Marseille,16.4,Clear
2025-01-04,Bordeaux,-0.8,Snow
2025-01-29,Paris,13.5,Storm
2025-01-06,Toulouse,1.2,Clear
2025-01-21,Bordeaux,3.7,Snow
2025-01-03,Marseille,10.1,Rain
2025-01-31,Lyon,-4.0,Clear
2025-01-22,Paris,29.0,Snow
2025-01-14,Lyon,-3.6,Clear
2025-01-13,Bordeaux,3.3,Snow
2025-01-19,Lyon,10.6,Rain
2025-01-21,Bordeaux,19.9,Clear
2025-02-01,Bordeaux,17.6,Clear
2025-01-14,Marseille,-4.3,Fog
2025-01-19,Paris,33.5,Fog
2025-02-02,Marseille,29.5,Rain
2025-01-22,Toulouse,28.6,Rain
2025-01-07,Marseille,20.6,Rain
2025-01-22,Marseille,18.4,Snow
2025-01-24,Lyon,3.7,Fog
2025-01-14,Paris,22.4,Storm
2025-01-31,Marseille,27.7,Fog
2025-01-17,Bordeaux,26.7,Snow
2025-01-26,Toulouse,21.6,Snow
2025-01-05,Marseille,16.9,Clear
2025-01-13,Toulouse,6.7,Rain
2025-01-07,Paris,2.9,Snow
2025-01-24,Paris,5.3,Clear
2025-01-03,Toulouse,34.8,Snow
2025-01-29,Paris,-2.6,Fog
2025-01-24,Marseille,9.2,Fog
2025-01-16,Lyon,23.6,Fog
2025-01-26,Bordeaux,5.2,Rain
2025-01-10,Marseille,1.5,Snow
2025-01-14,Paris,7.9,Clear
2025-01-12,Paris,18.1,Clear
2025-01-22,Paris,33.9,Fog
2025-01-07,Paris,13.2,Clear
2025-01-13,Toulouse,11.0,Fog
2025-01-30,Marseille,6.0,Storm
2025-02-01,Bordeaux,-1.0,Clear
2025-01-13,Paris,27.9,Snow
2025-02-01,Bordeaux,4.5,Clear
2025-01-25,Bordeaux,-4.6,Clear
2025-01-15,Marseille,22.6,Rain
2025-01-09,Paris,34.9,Fog
2025-01-21,Paris,15.6,Clear
2025-01-20,Marseille,12.9,Rain
2025-01-25,Toulouse,33.6,Snow
2025-01-17,Bordeaux,-2.3,Fog
2025-01-21,Toulouse,4.3,Storm
2025-01-29,Marseille,5.1,Rain
2025-01-07,Paris,-3.8,Rain
2025-01-24,Marseille,27.8,Rain
2025-01-15,Lyon,28.4,Fog
2025-01-29,Lyon,30.8,Storm
2025-01-24,Paris,15.3,Rain
2025-01-03,Toulouse,-1.6,Rain
2025-01-21,Bordeaux,9.4,Snow
2025-01-17,Lyon,28.5,Snow
2025-01-29,Lyon,26.4,Rain
2025-01-24,Paris,10.7,Rain
2025-02-02,Paris,10.4,Storm
2025-01-22,Lyon,18.4,Snow
2025-01-10,Lyon,22.4,Storm
2025-01-10,Paris,-2.7,Storm
2025-01-06,Marseille,0.8,Snow
2025-01-12,Marseille,8.4,Rain
2025-01-13,Marseille,1.7,Storm
2025-01-26,Lyon,24.4,Rain
2025-01-17,Lyon,7.6,Snow
2025-01-04,Lyon,18.3,Clear
2025-01-06,Toulouse,23.5,Storm
2025-01-03,Toulouse,17.3,Storm
2025-01-23,Marseille,6.6,Snow
2025-01-31,Bordeaux,3.1,Storm
2025-01-24,Lyon,4.1,Fog
2025-01-12,Toulouse,11.5,Rain
2025-01-12,Bordeaux,14.3,Snow
2025-01-28,Toulouse,5.9,Fog
2025-02-02,Paris,2.4,Snow
2025-01-25,Lyon,1.9,Storm
2025-01-06,Bordeaux,28.1,Fog
2025-01-12,Marseille,29.2,Clear
2025-01-31,Marseille,4.2,Fog
2025-01-03,Bordeaux,27.9,Storm
2025-01-11,Lyon,9.9,Clear
2025-01-07,Paris,22.9,Fog
2025-01-25,Marseille,30.7,Storm
2025-01-06,Bordeaux,28.2,Storm
2025-01-21,Paris,11.0,Snow
2025-01-15,Bordeaux,10.6,Clear
2025-01-06,Lyon,19.0,Clear
2025-01-22,Bordeaux,34.7,Snow
2025-01-03,Lyon,9.3,Clear
2025-01-22,Toulouse,19.7,Fog
2025-01-29,Bordeaux,10.8,Rain
2025-01-13,Paris,23.0,Fog
2025-01-22,Marseille,17.3,Storm
2025-01-12,Toulouse,-3.1,Storm
2025-02-01,Bordeaux,27.2,Snow
2025-01-10,Lyon,34.9,Snow
2025-01-10,Lyon,3.2,Clear
2025-01-18,Paris,7.1,Snow
2025-02-02,Marseille,-4.2,Clear
2025-01-10,Toulouse,10.3,Rain
2025-01-07,Lyon,1.1,Snow
2025-01-21,Paris,25.8,Rain
2025-01-18,Toulouse,20.5,Fog
2025-01-10,Paris,1.7,Storm
2025-01-24,Lyon,4.4,Rain
2025-01-12,Marseille,28.8,Rain
2025-01-29,Lyon,29.7,Storm
2025-01-11,Toulouse,17.1,Storm
2025-01-11,Lyon,7.5,Snow
2025-02-02,Bordeaux,1.7,Clear
2025-01-06,Bordeaux,9.8,Storm
2025-01-18,Lyon,33.6,Fog
2025-01-07,Marseille,22.8,Fog
2025-01-15,Paris,22.4,Rain
2025-01-14,Marseille,14.3,Fog
2025-01-10,Paris,20.0,Rain
2025-01-21,Lyon,5.8,Rain
2025-01-16,Toulouse,6.5,Snow
2025-01-07,Lyon,15.1,Rain
2025-01-19,Marseille,6.0,Rain
2025-02-01,Toulouse,12.3,Storm
2025-01-07,Marseille,12.3,Rain
2025-01-06,Lyon,28.8,Snow
2025-01-18,Paris,15.2,Snow
2025-01-31,Marseille,27.5,Fog
2025-01-07,Lyon,23.7,Storm
2025-01-17,Paris,17.5,Rain
2025-01-08,Lyon,31.3,Clear
2025-01-26,Bordeaux,17.8,Fog
2025-01-08,Marseille,4.2,Rain
2025-01-23,Paris,12.8,Snow
2025-01-19,Toulouse,13.0,Snow
2025-01-12,Bordeaux,4.3,Storm
2025-01-14,Toulouse,15.1,Storm
2025-01-11,Paris,27.8,Snow
2025-01-05,Paris,26.3,Clear
2025-01-10,Paris,23.7,Snow
2025-01-16,Marseille,2.8,Snow
2025-01-13,Paris,-5.0,Snow
2025-01-16,Paris,1.5,Storm
2025-01-05,Marseille,31.2,Fog
2025-01-15,Toulouse,7.9,Rain
2025-01-19,Lyon,7.0,Clear
2025-01-12,Marseille,15.4,Snow
2025-01-09,Paris,19.5,Clear
2025-01-10,Toulouse,-1.7,Fog
2025-01-31,Marseille,1.7,Fog
2025-01-12,Toulouse,-0.5,Snow
2025-01-08,Lyon,-2.2,Storm
2025-01-19,Paris,23.7,Storm
2025-01-05,Bordeaux,-4.9,Snow
2025-01-23,Lyon,18.3,Snow
2025-01-16,Paris,21.9,Clear
2025-01-11,Marseille,18.1,Fog
2025-01-08,Marseille,17.6,Snow
2025-01-18,Lyon,-2.4,Storm
2025-01-12,Bordeaux,10.0,Rain
2025-01-19,Toulouse,5.5,Snow
2025-02-01,Paris,22.6,Clear
2025-01-03,Marseille,15.0,Snow
2025-02-01,Lyon,29.9,Snow
2025-01-29,Lyon,29.5,Fog
2025-01-06,Bordeaux,3.1,Storm
2025-02-01,Marseille,16.3,Fog
2025-01-03,Bordeaux,14.1,Rain
2025-01-15,Toulouse,7.7,Fog
2025-01-31,Lyon,17.8,Snow
2025-02-01,Bordeaux,30.0,Storm
2025-01-25,Lyon,-0.7,Rain
2025-01-28,Marseille,17.1,Fog
2025-01-31,Toulouse,17.6,Rain
2025-01-10,Bordeaux,15.8,Storm
2025-01-18,Bordeaux,17.0,Storm
2025-01-10,Bordeaux,15.8,Clear
2025-01-06,Lyon,-4.1,Storm
2025-01-06,Marseille,22.9,Clear
2025-01-12,Paris,15.2,Storm
2025-01-10,Marseille,9.0,Clear
2025-01-06,Paris,22.4,Clear
2025-01-03,Marseille,25.5,Fog
2025-01-09,Bordeaux,16.7,Snow
2025-01-17,Toulouse,30.5,Fog
2025-01-24,Lyon,15.7,Fog
2025-01-12,Paris,15.8,Clear
2025-01-18,Bordeaux,25.7,Fog
2025-01-25,Bordeaux,6.0,Clear
2025-01-12,Toulouse,5.3,Snow
2025-01-27,Paris,17.1,Storm
2025-01-08,Lyon,19.1,Fog
2025-01-16,Paris,-0.3,Storm
2025-01-11,Bordeaux,-3.9,Snow
2025-01-20,Lyon,3.3,Clear
2025-01-27,Marseille,11.6,Fog
2025-01-13,Bordeaux,10.5,Rain
2025-01-28,Marseille,12.7,Rain
2025-01-18,Marseille,27.1,Fog
2025-01-11,Paris,-4.5,Rain
2025-01-28,Bordeaux,26.3,Rain
2025-01-24,Toulouse,21.0,Snow
2025-01-21,Bordeaux,13.0,Clear
2025-01-28,Bordeaux,1.1,Rain
2025-01-22,Paris,24.6,Snow
2025-01-03,Paris,3.6,Storm
2025-01-10,Lyon,-1.0,Rain
2025-01-07,Toulouse,8.4,Snow
2025-01-21,Marseille,30.1,Rain
2025-01-28,Toulouse,9.8,Rain
2025-01-15,Bordeaux,26.0,Storm
2025-01-05,Bordeaux,7.3,Storm
2025-02-01,Marseille,-1.9,Fog
2025-01-16,Toulouse,33.3,Snow
2025-01-25,Lyon,23.8,Rain
2025-01-25,Marseille,7.1,Clear
2025-01-23,Marseille,23.1,Snow
2025-01-26,Lyon,1.3,Fog
2025-02-01,Marseille,5.1,Fog
2025-02-02,Marseille,22.6,Storm
2025-01-23,Marseille,22.3,Clear
2025-01-28,Bordeaux,18.3,Storm
2025-01-20,Bordeaux,10.1,Snow
2025-01-11,Paris,23.6,Fog
2025-01-05,Paris,6.3,Storm
2025-01-26,Lyon,7.3,Snow
2025-01-13,Paris,24.2,Snow
2025-01-27,Toulouse,-3.5,Snow
2025-01-22,Paris,4.6,Fog
2025-01-30,Paris,28.1,Clear
2025-01-05,Bordeaux,17.1,Snow
2025-02-02,Bordeaux,-2.7,Rain
2025-01-26,Toulouse,19.0,Clear
2025-01-10,Marseille,8.2,Storm
2025-02-02,Marseille,27.9,Rain
2025-01-22,Toulouse,3.3,Snow
2025-01-23,Lyon,6.9,Clear
2025-01-11,Marseille,5.3,Rain
2025-01-23,Lyon,15.1,Clear
2025-01-08,Bordeaux,-2.5,Fog
2025-01-13,Toulouse,31.5,Storm
2025-01-07,Lyon,30.4,Fog
2025-02-01,Toulouse,0.8,Rain
2025-01-12,Toulouse,16.1,Fog
2025-01-16,Toulouse,15.3,Rain
2025-01-30,Marseille,26.0,Rain
2025-01-25,Bordeaux,28.3,Storm
2025-01-10,Lyon,-0.9,Snow
2025-01-24,Toulouse,25.5,Storm
2025-01-11,Bordeaux,2.2,Snow
2025-01-04,Lyon,4.4,Clear
2025-01-13,Toulouse,29.4,Rain
2025-01-26,Toulouse,32.6,Fog
2025-01-16,Marseille,10.6,Clear
2025-01-19,Toulouse,16.4,Snow
2025-01-17,Lyon,29.1,Fog
2025-01-21,Marseille,-4.9,Rain
2025-01-15,Bordeaux,19.4,Rain
2025-01-11,Toulouse,21.3,Snow
2025-02-02,Marseille,29.9,Storm
2025-01-09,Toulouse,10.4,Fog
2025-01-28,Paris,20.3,Rain
2025-01-18,Toulouse,5.2,Clear
2025-01-11,Bordeaux,8.9,Storm
2025-01-09,Lyon,0.8,Rain
2025-02-02,Paris,11.2,Clear
2025-02-02,Marseille,31.4,Storm
2025-01-15,Marseille,1.5,Rain
2025-01-06,Paris,14.2,Rain
2025-01-19,Toulouse,20.3,Storm
2025-01-09,Toulouse,13.0,Storm
2025-01-30,Paris,18.8,Clear
2025-01-29,Toulouse,27.8,Fog
2025-02-02,Paris,-3.0,Rain
2025-01-27,Paris,19.6,Fog
2025-01-13,Lyon,5.4,Storm
2025-01-13,Toulouse,25.8,Fog
2025-01-09,Paris,33.6,Rain
2025-01-21,Paris,7.3,Rain
2025-01-27,Lyon,17.9,Fog
2025-01-11,Lyon,25.2,Fog
2025-01-30,Toulouse,29.3,Clear
2025-01-18,Toulouse,22.1,Storm
2025-01-28,Paris,14.9,Storm
2025-01-13,Lyon,16.1,Snow
2025-02-01,Paris,24.2,Fog
2025-01-20,Bordeaux,17.8,Fog
2025-01-20,Lyon,15.0,Clear
2025-01-25,Bordeaux,-1.9,Storm
2025-01-23,Paris,33.6,Snow
2025-01-17,Toulouse,8.5,Clear
2025-01-29,Paris,33.6,Rain
2025-01-07,Marseille,33.8,Rain
2025-01-29,Paris,-0.0,Rain
2025-02-01,Marseille,9.0,Clear
2025-01-06,Paris,34.4,Rain
2025-01-11,Bordeaux,18.4,Storm
2025-02-02,Bordeaux,20.0,Fog
2025-01-08,Lyon,9.6,Clear
2025-01-06,Bordeaux,9.3,Storm
2025-01-31,Marseille,26.2,Storm
2025-01-12,Toulouse,5.3,Snow
2025-01-09,Bordeaux,21.1,Fog
2025-01-13,Lyon,17.4,Fog
2025-01-24,Bordeaux,30.9,Rain
2025-02-01,Marseille,-4.5,Fog
2025-01-10,Marseille,24.1,Snow
2025-01-18,Lyon,4.1,Snow
2025-01-16,Paris,32.8,Storm
2025-01-18,Marseille,24.3,Rain
2025-01-07,Paris,14.5,Fog
2025-01-24,Marseille,33.7,Snow
2025-01-15,Lyon,28.5,Clear
2025-01-23,Marseille,15.1,Storm
2025-01-16,Lyon,4.0,Clear
2025-01-03,Lyon,34.0,Clear
2025-01-15,Paris,10.3,Rain
2025-01-31,Toulouse,4.6,Fog
2025-01-22,Lyon,16.4,Rain
2025-01-11,Marseille,-3.9,Fog
2025-01-25,Lyon,4.0,Clear
2025-02-02,Toulouse,18.5,Clear
2025-01-16,Lyon,-0.5,Snow
2025-01-22,Marseille,3.3,Storm
2025-01-14,Paris,16.1,Snow
2025-01-10,Toulouse,32.5,Storm
2025-01-15,Toulouse,11.6,Clear
2025-01-28,Marseille,13.9,Clear
2025-01-25,Paris,10.7,Snow
2025-01-19,Bordeaux,31.8,Snow
2025-01-06,Toulouse,12.1,Rain
2025-01-16,Bordeaux,14.8,Clear
2025-01-31,Bordeaux,13.6,Clear
2025-01-22,Toulouse,0.0,Clear
2025-01-23,Bordeaux,3.0,Storm
2025-01-14,Bordeaux,16.5,Clear
2025-01-10,Marseille,13.8,Clear
2025-01-21,Toulouse,31.1,Clear
2025-01-24,Lyon,-2.1,Storm
2025-01-07,Marseille,6.4,Snow
2025-01-20,Marseille,29.4,Storm
2025-01-06,Toulouse,25.5,Rain
2025-01-04,Bordeaux,26.4,Rain
2025-01-18,Lyon,14.4,Fog
2025-01-24,Bordeaux,-4.6,Storm
2025-01-17,Marseille,10.4,Fog
2025-01-16,Lyon,18.4,Storm
2025-01-18,Toulouse,26.6,Snow
2025-02-02,Lyon,16.9,Fog
2025-01-31,Lyon,27.9,Storm
2025-01-10,Lyon,-1.1,Fog
2025-01-10,Toulouse,31.7,Rain
2025-01-16,Toulouse,30.3,Snow
2025-01-04,Bordeaux,-4.7,Clear
2025-01-09,Marseille,10.1,Snow
2025-01-30,Paris,33.3,Clear
2025-01-30,Toulouse,8.9,Storm
2025-01-27,Toulouse,15.9,Snow
2025-02-02,Toulouse,6.2,Fog
2025-01-24,Marseille,13.8,Rain
2025-01-17,Toulouse,35.0,Storm
2025-01-24,Lyon,28.8,Storm
2025-01-12,Paris,-4.1,Storm
2025-01-05,Bordeaux,-2.0,Clear
2025-01-24,Lyon,16.5,Fog
2025-01-25,Paris,18.3,Storm
2025-01-13,Marseille,21.4,Rain
2025-01-30,Paris,2.5,Rain
2025-01-05,Marseille,7.4,Rain
2025-01-16,Toulouse,12.4,Storm
2025-01-22,Paris,34.4,Snow
2025-02-01,Paris,20.1,Rain
2025-01-21,Paris,12.0,Clear
2025-01-27,Lyon,11.6,Clear
2025-01-08,Marseille,13.7,Fog
2025-01-11,Bordeaux,20.4,Storm
2025-01-20,Lyon,0.8,Clear
2025-01-25,Marseille,14.7,Snow
2025-01-05,Toulouse,7.6,Rain
2025-01-09,Lyon,-3.7,Rain
2025-01-17,Toulouse,21.0,Rain
2025-01-10,Lyon,32.4,Fog
2025-01-22,Marseille,11.1,Snow
2025-01-28,Lyon,-4.9,Fog
2025-01-20,Paris,5.6,Fog
2025-01-28,Marseille,0.1,Storm
2025-01-08,Marseille,3.9,Clear
2025-01-19,Bordeaux,30.9,Clear
2025-01-14,Bordeaux,3.7,Rain
2025-01-15,Bordeaux,-3.5,Rain
2025-01-06,Toulouse,14.7,Storm
2025-01-05,Paris,11.3,Clear
2025-01-19,Bordeaux,6.8,Fog
2025-01-03,Bordeaux,24.5,Rain
2025-01-08,Lyon,-4.4,Fog
2025-01-20,Marseille,11.1,Snow
2025-01-16,Toulouse,-3.3,Storm
2025-01-19,Bordeaux,28.7,Fog
2025-01-15,Lyon,0.2,Rain
2025-01-23,Toulouse,12.8,Snow
2025-01-30,Marseille,33.9,Fog
2025-01-31,Lyon,17.3,Rain
2025-01-24,Lyon,30.9,Fog
2025-01-13,Toulouse,1.4,Storm
2025-01-27,Lyon,5.1,Fog
2025-01-21,Paris,24.5,Rain
2025-01-15,Marseille,29.2,Clear
2025-01-28,Marseille,24.3,Snow
2025-01-19,Toulouse,17.8,Clear
2025-01-16,Paris,8.6,Clear
2025-01-09,Marseille,27.1,Fog
2025-01-07,Toulouse,30.7,Clear
2025-01-15,Marseille,19.7,Snow
2025-01-06,Toulouse,-2.6,Storm
2025-01-23,Paris,13.6,Storm
2025-01-17,Marseille,17.8,Snow
2025-01-12,Marseille,31.8,Rain
2025-01-05,Marseille,-1.0,Snow
2025-01-12,Lyon,28.8,Fog
2025-01-15,Bordeaux,28.5,Fog
2025-01-16,Bordeaux,6.3,Snow
2025-01-22,Marseille,24.2,Rain
2025-01-22,Bordeaux,8.6,Storm
2025-01-22,Toulouse,0.8,Snow
2025-01-04,Lyon,26.2,Rain
2025-01-27,Paris,12.9,Rain
2025-01-19,Lyon,33.3,Fog
2025-01-25,Marseille,28.6,Rain
2025-01-30,Paris,8.1,Fog
2025-02-01,Lyon,-4.8,Clear
2025-01-25,Marseille,3.4,Rain
2025-01-27,Bordeaux,3.4,Rain
2025-02-02,Paris,22.3,Storm
2025-01-27,Lyon,29.3,Clear
2025-01-23,Lyon,11.8,Clear
2025-01-23,Toulouse,-2.0,Rain
2025-01-19,Toulouse,5.0,Rain
2025-01-29,Lyon,32.0,Snow
2025-01-08,Toulouse,34.8,Storm
2025-01-06,Bordeaux,15.9,Storm
2025-01-11,Paris,22.6,Clear
2025-01-12,Lyon,34.4,Fog
2025-01-31,Lyon,21.6,Storm
2025-02-02,Lyon,-2.8,Storm
2025-01-05,Toulouse,2.9,Clear
2025-01-16,Marseille,3.4,Snow
2025-01-28,Toulouse,25.5,Rain
2025-01-09,Toulouse,16.4,Storm
2025-01-26,Lyon,5.0,Clear
2025-01-21,Bordeaux,9.9,Clear
2025-01-13,Lyon,8.3,Storm
2025-01-21,Marseille,18.5,Snow
2025-01-03,Marseille,31.5,Snow
2025-01-21,Marseille,10.5,Rain
2025-01-16,Lyon,18.9,Clear
2025-01-25,Bordeaux,19.1,Clear
2025-01-10,Toulouse,21.9,Clear
2025-01-07,Lyon,11.6,Clear
2025-01-17,Paris,23.8,Fog
2025-01-11,Paris,21.5,Clear
2025-01-22,Bordeaux,1.5,Rain
2025-02-02,Toulouse,4.9,Clear
2025-01-07,Toulouse,29.0,Snow
2025-01-28,Bordeaux,13.7,Rain
2025-01-04,Toulouse,17.6,Rain
2025-01-23,Bordeaux,14.6,Fog
2025-02-01,Bordeaux,-2.1,Clear
2025-01-12,Bordeaux,31.8,Rain
2025-01-18,Paris,6.6,Snow
2025-01-12,Toulouse,25.9,Fog
2025-01-17,Paris,9.2,Snow
2025-01-15,Bordeaux,28.9,Rain
2025-01-12,Bordeaux,20.1,Storm
2025-02-01,Lyon,34.9,Rain
2025-01-06,Bordeaux,31.3,Fog
2025-01-28,Marseille,6.1,Storm
2025-01-08,Marseille,27.5,Rain
2025-01-14,Paris,5.6,Clear
2025-01-21,Paris,0.8,Clear
2025-01-21,Marseille,30.0,Storm
2025-01-31,Marseille,19.1,Clear
2025-02-01,Lyon,25.6,Clear
2025-01-15,Lyon,2.8,Snow
2025-01-10,Lyon,0.9,Rain
2025-02-02,Lyon,9.4,Clear
2025-01-21,Toulouse,34.0,Fog
2025-01-30,Marseille,-0.8,Fog
2025-01-19,Bordeaux,22.5,Clear
2025-01-23,Toulouse,33.5,Rain
2025-01-11,Lyon,26.3,Snow
2025-01-23,Marseille,6.6,Snow
2025-01-31,Lyon,-1.7,Snow
2025-01-09,Marseille,34.0,Storm
2025-01-20,Lyon,11.8,Storm
2025-01-08,Marseille,29.7,Fog
2025-01-03,Paris,14.1,Storm
2025-01-12,Lyon,26.6,Snow
2025-01-19,Marseille,23.2,Fog
2025-01-05,Marseille,33.9,Fog
2025-01-10,Marseille,20.0,Fog
2025-01-24,Marseille,12.3,Clear
2025-01-15,Bordeaux,34.5,Clear
2025-01-09,Bordeaux,9.3,Storm
2025-01-31,Lyon,13.7,Storm
2025-01-03,Bordeaux,10.3,Clear
2025-01-19,Bordeaux,11.0,Snow
2025-01-12,Paris,8.4,Storm
2025-01-28,Toulouse,26.7,Storm
2025-01-13,Marseille,29.8,Clear
2025-01-06,Toulouse,10.4,Fog
2025-01-17,Bordeaux,-1.7,Snow
2025-01-18,Paris,23.0,Snow
2025-01-13,Marseille,25.0,Rain
2025-01-31,Paris,34.1,Snow
2025-01-31,Marseille,-1.5,Rain
2025-01-25,Bordeaux,-0.8,Clear
2025-01-07,Paris,8.3,Clear
2025-01-13,Toulouse,8.6,Snow
2025-01-21,Marseille,19.8,Rain
2025-02-01,Bordeaux,23.0,Snow
2025-01-08,Marseille,16.8,Storm
2025-01-14,Marseille,29.9,Rain
2025-01-13,Lyon,17.1,Clear
2025-01-19,Lyon,18.5,Clear
2025-02-01,Toulouse,32.2,Fog
2025-01-18,Marseille,30.9,Snow
2025-01-10,Bordeaux,8.5,Clear
2025-01-09,Bordeaux,23.0,Fog
2025-01-16,Bordeaux,1.7,Clear
2025-01-22,Bordeaux,24.2,Clear
2025-01-11,Marseille,4.8,Clear
2025-01-10,Marseille,18.4,Fog
2025-01-17,Marseille,33.6,Clear
2025-01-20,Paris,14.4,Storm
2025-01-06,Bordeaux,0.5,Fog
2025-01-08,Marseille,12.4,Storm
2025-01-19,Toulouse,9.2,Rain
2025-01-03,Marseille,-3.4,Storm
2025-01-17,Lyon,31.0,Rain
2025-01-03,Marseille,2.0,Fog
2025-01-25,Paris,31.3,Storm
2025-01-21,Marseille,3.8,Rain
2025-01-13,Bordeaux,34.4,Fog
2025-01-25,Bordeaux,23.0,Storm
2025-01-08,Marseille,17.4,Snow
2025-01-15,Lyon,16.7,Rain
2025-01-20,Toulouse,22.7,Storm
2025-01-30,Bordeaux,31.1,Fog
2025-01-18,Paris,16.8,Storm
2025-01-27,Toulouse,21.5,Fog
2025-01-27,Bordeaux,16.1,Clear
2025-02-02,Bordeaux,-1.6,Snow
2025-02-02,Paris,17.7,Rain
2025-01-14,Bordeaux,-4.1,Fog
2025-01-06,Marseille,24.6,Fog
2025-01-25,Toulouse,26.9,Snow
2025-01-05,Bordeaux,21.2,Clear
2025-01-31,Paris,25.4,Fog
2025-01-06,Lyon,-0.9,Clear
2025-01-16,Marseille,22.7,Storm
2025-01-08,Marseille,19.9,Fog
2025-01-07,Paris,20.1,Fog
2025-01-26,Marseille,34.6,Fog
2025-01-07,Toulouse,2.7,Snow
2025-01-25,Lyon,1.9,Clear
2025-01-22,Paris,32.7,Clear
2025-01-14,Paris,0.6,Snow
2025-01-22,Bordeaux,14.5,Fog
2025-01-12,Marseille,31.0,Storm
2025-01-17,Toulouse,20.8,Clear
2025-01-06,Marseille,27.2,Storm
2025-01-28,Paris,18.1,Snow
2025-01-22,Toulouse,-3.2,Rain
2025-01-11,Bordeaux,16.8,Snow
2025-02-01,Marseille,23.4,Rain
2025-01-24,Lyon,27.2,Fog
2025-01-03,Bordeaux,22.5,Storm
2025-01-18,Bordeaux,8.9,Fog
2025-01-26,Paris,29.9,Storm
2025-01-26,Toulouse,33.7,Storm
2025-01-24,Lyon,-1.4,Snow
2025-01-18,Lyon,-1.0,Clear
2025-01-29,Bordeaux,-3.5,Storm
2025-01-18,Marseille,19.5,Storm
2025-01-21,Bordeaux,29.7,Fog
2025-01-20,Bordeaux,12.0,Snow
2025-01-24,Toulouse,29.5,Snow
2025-02-01,Lyon,31.0,Clear
2025-01-05,Toulouse,20.1,Storm
2025-01-24,Toulouse,32.2,Snow
2025-01-31,Toulouse,18.3,Clear
2025-01-06,Toulouse,26.3,Snow
2025-01-12,Bordeaux,27.0,Fog
2025-01-26,Bordeaux,10.9,Rain
2025-01-14,Marseille,12.0,Fog
2025-01-18,Lyon,-2.9,Fog
2025-01-20,Toulouse,4.6,Fog
2025-02-01,Bordeaux,29.5,Fog
2025-01-25,Lyon,28.5,Clear
2025-01-19,Bordeaux,16.6,Storm
2025-01-12,Toulouse,-3.1,Storm
2025-01-22,Marseille,30.0,Clear
2025-01-20,Toulouse,21.9,Rain
2025-01-31,Lyon,20.2,Rain
2025-01-07,Toulouse,20.1,Snow
2025-01-25,Lyon,26.1,Clear
2025-01-14,Paris,17.9,Storm
2025-01-06,Bordeaux,26.2,Storm
2025-01-29,Bordeaux,4.1,Snow
2025-01-25,Lyon,20.8,Clear
2025-01-26,Marseille,32.7,Storm
2025-01-21,Lyon,8.9,Snow
2025-01-25,Marseille,7.1,Storm
2025-01-23,Lyon,16.9,Rain
2025-01-24,Paris,31.4,Fog
2025-02-01,Bordeaux,15.7,Storm
2025-01-19,Paris,34.9,Snow
2025-01-14,Lyon,17.0,Rain
2025-01-04,Paris,1.1,Snow
2025-01-13,Paris,11.4,Storm
